Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,features_raw,features_scaled,features,probability,prediction,Cluster
69,Postgraduate,In couple,62503,973,149.9,Has child,1 child,478,0,193,110,75,117,"[62503.0,149.9,973.0]","[2.903561766452421,22.20974057244179,1.61379861564285]","[0.12929547186033205,0.9889987257677572,0.07186237809985714]","[0.0008087531512265935,0.003041108362088093,0.9961501384866853,6.63808345593238e-21]",2,Cluster 2
53,Postgraduate,Alone,41644,31,135.06666666666666,Has child,2 children,20,3,4,2,0,2,"[41644.0,135.06666666666666,31.0]","[1.9345619602602213,20.011978830227736,0.05141598878204352]","[0.09622132734974188,0.9953566778912756,0.0025573306977162906]","[0.00034686921290546347,0.9981822093997674,3.035967924323884e-21,0.0014709213873271092]",1,Cluster 1
48,Postgraduate,In couple,55842,518,134.6,Has child,1 child,451,0,39,0,4,24,"[55842.0,134.6,518.0]","[2.5941266205179927,19.94283576418055,0.8591445867451144]","[0.1288738653937695,0.9907420522633777,0.042681526395140605]","[0.00012264848451272386,0.9996991795356592,0.00017817197982799478,1.86237138133777e-21]",1,Cluster 1
53,Postgraduate,In couple,62010,530,153.83333333333334,Has child,1 child,371,22,39,6,0,92,"[62010.0,153.83333333333334,530.0]","[2.880659570544048,22.79251784341091,0.8790475501446151]","[0.1252970271897351,0.9913822366066739,0.038235009064517184]","[0.00012559902149488083,0.9998709565944783,3.4443840267359516e-06,1.8670122847483986e-21]",1,Cluster 1
48,Postgraduate,In couple,41124,506,153.56666666666666,Has child,1 child,281,7,84,15,0,119,"[41124.0,153.56666666666666,506.0]","[1.9104054858741077,22.753007519955375,0.8392416233456137]","[0.0836119058237632,0.9958212201717112,0.03673073182285643]","[0.000806173815777933,0.999193826184222,3.294473030168553e-21,3.2935063498845998e-21]",1,Cluster 1
52,Postgraduate,In couple,38961,70,139.4,Has child,1 child,19,7,19,0,1,24,"[38961.0,139.4,70.0]","[1.8099238433795621,20.654021586380157,0.11610061983042086]","[0.08729467175409762,0.9961667952937151,0.005599664060792444]","[0.00015492126754962037,0.17710776728688882,9.636840537652273e-22,0.8227373114455616]",3,Cluster 3
53,Postgraduate,Alone,37760,54,144.1,Has child,1 child,26,3,13,2,10,0,"[37760.0,144.1,54.0]","[1.7541316784993266,21.350391037283934,0.08956333529775323]","[0.08188261680093877,0.9966332113400624,0.0041808037295546375]","[4.265882495271716e-05,0.006918720615753404,2.249809039328592e-22,0.9930386205592938]",3,Cluster 3
51,Postgraduate,Alone,32233,296,156.0,Has child,1 child,138,15,35,25,11,72,"[32233.0,156.0,296.0]","[1.4973762286299999,23.11353922148712,0.4909397638543511]","[0.06463347540488047,0.9976840424123437,0.021191162612077746]","[0.7999278103490649,0.17211232330499684,2.227810966802954e-18,0.027959866345938215]",0,Cluster 0
50,Postgraduate,In couple,43057,266,141.43333333333334,Has child,1 child,213,2,44,0,2,5,"[43057.0,141.43333333333334,266.0]","[2.0002025339286416,20.9552878027286,0.4411823553555993]","[0.09499823504278755,0.9952568913923246,0.0209536506328099]","[0.0001811706954705543,0.9998188290008573,1.2578569283231786e-21,3.036722182434614e-10]",1,Cluster 1
65,Postgraduate,In couple,83151,747,154.26666666666668,No child,No child,407,28,100,120,74,18,"[83151.0,154.26666666666668,747.0]","[3.8627596186148705,22.856722119026152,1.2389594716189198]","[0.16639848263625462,0.984613140386998,0.053371422630520915]","[0.0013425384079181805,1.1441862688244523e-10,0.9986574614776631,3.417967149318625e-20]",2,Cluster 2
61,Postgraduate,Alone,78825,895,155.13333333333333,No child,No child,483,74,114,169,37,18,"[78825.0,155.13333333333333,895.0]","[3.6617963336257793,22.985130670256634,1.4844293535460953]","[0.1570085388902732,0.9855441029309335,0.06364856552667132]","[0.000329198157929376,7.504358917679984e-09,0.9996707943377117,5.5223294609950484e-21]",2,Cluster 2
49,Postgraduate,In couple,65104,1053,140.93333333333334,Has child,1 child,738,0,232,13,20,50,"[65104.0,140.93333333333334,1053.0]","[3.024390593141424,20.881205946249473,1.746485038306188]","[0.14285364874088335,0.9863000057916397,0.08249323376391479]","[0.0004699574151134497,1.9389131144874893e-12,0.9995300425829476,3.773206524027182e-21]",2,Cluster 2
51,Postgraduate,In couple,60093,735,145.63333333333333,Has child,1 child,502,12,109,16,6,90,"[60093.0,145.63333333333333,735.0]","[2.7916057986244716,21.57757539715325,1.2190565082194191]","[0.1281050656510218,0.9901816059431505,0.05594175011912627]","[0.00035591737741948594,0.9457472171566267,0.05389686546595391,4.052656031873264e-21]",1,Cluster 1
56,Postgraduate,In couple,14045,20,138.5,Has child,1 child,11,0,5,2,1,1,"[14045.0,138.5,20.0]","[0.6524570822172416,20.520674244717732,0.03317160566583453]","[0.03177900878057225,0.99949361387883,0.001615678297395266]","[0.002176185022815602,5.558095945646713e-21,5.558095945646713e-21,0.9978238149771843]",3,Cluster 3
73,Undergraduate,Alone,28457,205,153.66666666666666,No child,No child,24,1,108,29,29,14,"[28457.0,153.66666666666666,205.0]","[1.3219630607800672,22.767823891251197,0.34000895807480397]","[0.05795870894849271,0.9982076787568466,0.014906982521364383]","[0.00875014617266872,1.278991456895193e-07,2.2292671018710105e-20,0.9912497259281856]",3,Cluster 3
67,Postgraduate,In couple,78952,2092,154.8,Has child,1 child,1170,19,594,99,76,134,"[78952.0,154.8,2092.0]","[3.6676960879470033,22.93574276593722,3.4697499526462923]","[0.15617267494542195,0.9766175314764203,0.14774401109112628]","[0.024265787751154635,6.275859268715148e-20,0.9757342122488454,6.275859268715148e-20]",2,Cluster 2
49,Postgraduate,Alone,46310,309,152.46666666666667,Has child,1 child,185,2,88,15,5,14,"[46310.0,152.46666666666667,309.0]","[2.1513198631171564,22.5900274357013,0.5125013075371435]","[0.09478006156044061,0.995242143074664,0.022579118201323224]","[0.00019185591733240155,0.9998081440723127,1.299416814579253e-21,1.035489099683809e-11]",1,Cluster 1
70,Postgraduate,In couple,76005,1722,149.76666666666668,No child,No child,983,20,389,240,50,40,"[76005.0,149.76666666666668,1722.0]","[3.5307939148395477,22.189985410714023,2.856075247828353]","[0.15588545396116127,0.979693528586444,0.12609645232584793]","[0.0017660522524941239,5.4748183961019766e-21,0.9982339477475058,5.4748183961019766e-21]",2,Cluster 2
61,Postgraduate,Alone,58308,900,151.13333333333333,Has child,1 child,691,0,69,10,0,130,"[58308.0,151.13333333333333,900.0]","[2.708684054818293,22.39247581842363,1.492722254962554]","[0.1198265158144362,0.990596283463823,0.06603490967233916]","[0.002296423926943651,0.6573901344707131,0.34031344160234334,1.7243234226815594e-20]",1,Cluster 1
81,Postgraduate,Alone,55614,682,140.5,No child,No child,504,13,131,8,0,26,"[55614.0,140.5,682.0]","[2.5835349355948503,20.81700167063423,1.1311517532049575]","[0.12298341000589283,0.9909468675187474,0.05384595266224241]","[0.0002522551025396036,0.9937335681841835,0.00601417671327704,2.623576366356401e-21]",1,Cluster 1
63,Postgraduate,Alone,59432,663,148.1,Has child,1 child,317,25,265,25,19,12,"[59432.0,148.1,663.0]","[2.7608992032990463,21.943045889116938,1.0996387278224147]","[0.12468285752200059,0.9909531144499183,0.04965994363826309]","[0.00017802781332702913,0.9981572022708124,0.001664769915860511,2.104735875775666e-21]",1,Cluster 1
47,Postgraduate,Alone,55563,43,136.2,Has child,1 child,29,1,9,2,0,2,"[55563.0,136.2,43.0]","[2.581165742914674,20.179897704913753,0.07131895218154424]","[0.12687334679332496,0.9919127304387059,0.003505576570549092]","[0.00023488786803487857,0.9997651121319651,6.058415568650484e-21,6.0584151117315046e-21]",1,Cluster 1
54,Postgraduate,In couple,78642,1816,147.83333333333334,Has child,1 child,1396,0,322,46,35,17,"[78642.0,147.83333333333334,1816.0]","[3.653295112832205,21.903535565661404,3.0119817944577756]","[0.16302475242894474,0.9774240384709221,0.13440676736933527]","[0.002765177163454914,7.613008200973336e-21,0.9972348228365451,7.613008200973336e-21]",2,Cluster 2
76,Postgraduate,In couple,67911,976,134.63333333333333,Has child,1 child,529,0,356,63,28,0,"[67911.0,134.63333333333333,976.0]","[3.1547891000680024,19.947774554612494,1.6187743564927253]","[0.15571150969998734,0.9845660018879713,0.07989814561856907]","[0.0003995318091371226,3.9012468750191235e-18,0.9996004681908628,4.0984858852155265e-21]",2,Cluster 2
81,Postgraduate,In couple,65275,746,148.43333333333334,No child,No child,388,14,218,91,14,21,"[65275.0,148.43333333333334,746.0]","[3.0323343568337804,21.992433793436355,1.237300891335628]","[0.1363769212986825,0.9890929098417895,0.055646662413790744]","[0.0006093063547860455,0.6646337722307938,0.33475692141442015,8.5288800117994e-21]",1,Cluster 1
75,Postgraduate,In couple,27203,64,156.43333333333334,Has child,2 children,13,2,21,4,0,24,"[27203.0,156.43333333333334,64.0]","[1.2637087937027855,23.177743497102362,0.1061491381306705]","[0.054441083157042554,0.9985065130559838,0.004572947568947103]","[5.256591049249397e-05,2.5119230371145632e-15,1.3888075524475772e-22,0.999947434089505]",3,Cluster 3
64,Postgraduate,In couple,48330,32,140.9,Has child,1 child,28,0,4,0,0,0,"[48330.0,140.9,32.0]","[2.2451584751555207,20.876267155817533,0.05307456906533525]","[0.10692902987515066,0.9942634424643058,0.002527755721477461]","[0.00017045849596774706,0.9998295415026357,2.1961622576561697e-21,1.3965713783053664e-12]",1,Cluster 1
35,Undergraduate,In couple,24279,263,151.6,No child,No child,16,36,21,20,62,108,"[24279.0,151.6,263.0]","[1.1278750800393313,22.461618884470813,0.4362066145057241]","[0.050140822055467306,0.9985538784354564,0.019392004154029738]","[0.8160621647833765,3.860434976011332e-11,1.786244128418514e-18,0.1839378351780192]",0,Cluster 0
40,Postgraduate,In couple,64355,1445,155.83333333333334,Has child,1 child,1047,0,140,67,38,153,"[64355.0,155.83333333333334,1445.0]","[2.989595979073733,23.08884526932741,2.396648509356545]","[0.12773527528717415,0.9865078850735794,0.10240064518821843]","[0.0016742824811538802,6.792596417151689e-21,0.9983257175188461,6.792596176358064e-21]",2,Cluster 2
69,Postgraduate,In couple,50943,46,145.8,Has child,1 child,31,0,7,2,0,6,"[50943.0,145.8,46.0]","[2.3665447589457416,21.602269349312962,0.07629469303141942]","[0.10889855576559149,0.9940466684633792,0.0035107647350823674]","[0.00014595021134151696,0.9998540497886529,1.9987096367608215e-21,5.57765524399521e-15]",1,Cluster 1
72,Postgraduate,Alone,53653,1210,153.33333333333334,No child,No child,815,10,239,28,10,108,"[53653.0,153.33333333333334,1210.0]","[2.4924371543041413,22.718435986931784,2.006882142782989]","[0.10863751595283555,0.9902253493901362,0.0874736963479896]","[0.02746739679317901,2.002279214212819e-08,0.9725325831840289,1.0875306041563294e-19]",2,Cluster 2
49,Postgraduate,In couple,65665,945,140.33333333333334,Has child,1 child,225,162,387,106,36,29,"[65665.0,140.33333333333334,945.0]","[3.0504517126233655,20.792307718474525,1.5673583677106817]","[0.1447546770249533,0.9866682288187516,0.07437667456312577]","[0.0003466058967601165,3.700297414700197e-08,0.9996533571002657,3.569925908588793e-21]",2,Cluster 2
36,Postgraduate,Alone,81217,1157,144.86666666666667,No child,No child,493,70,324,146,40,84,"[81217.0,144.86666666666667,1157.0]","[3.772916115801902,21.463983217218594,1.9189773877685277]","[0.17245736767690675,0.9811037223964558,0.08771511975577759]","[0.0006162120738707526,5.6800609332299385e-21,0.9993837879261294,5.6800609332299385e-21]",2,Cluster 2
33,Postgraduate,In couple,34935,137,145.8,No child,No child,34,4,66,3,10,20,"[34935.0,145.8,137.0]","[1.622896985920921,21.602269349312962,0.22722549881096654]","[0.07491099491055915,0.9971350636064116,0.010488458807087214]","[0.0001255865388185507,0.0048749491985875726,5.027644950620084e-22,0.9949994642625939]",3,Cluster 3
66,Postgraduate,Alone,61250,730,152.03333333333333,Has child,1 child,382,138,65,60,26,59,"[61250.0,152.03333333333333,730.0]","[2.845353954133574,22.525823160086055,1.2107636068029604]","[0.1251415862343153,0.9907088140621932,0.05325062566995851]","[0.00023705334883783693,0.9911031014516621,0.008659845199499992,2.642817669858941e-21]",1,Cluster 1
44,Postgraduate,In couple,39665,216,146.7,Has child,1 child,127,1,56,0,1,31,"[39665.0,146.7,216.0]","[1.8426279933176852,21.735616690975384,0.35825334119101293]","[0.08446020619567357,0.9962915326194103,0.01642119363051768]","[0.0004647915322984939,0.99508560450966,2.3691974110422045e-21,0.004449603958041465]",1,Cluster 1
46,Postgraduate,Alone,60152,943,148.63333333333333,Has child,1 child,325,83,300,86,58,91,"[60152.0,148.63333333333333,943.0]","[2.7943466293721264,22.022066536028003,1.5640412071440983]","[0.12556787757561447,0.9895923883213227,0.07028238113251356]","[0.0013684994469737562,0.03078641032031609,0.9678450902327103,1.0738255278562627e-20]",2,Cluster 2
61,Postgraduate,In couple,48920,347,141.76666666666668,Has child,2 children,238,17,68,8,10,6,"[48920.0,141.76666666666668,347.0]","[2.272566782632073,21.00467570704802,0.5755273583022291]","[0.10752574822410167,0.9938293074006472,0.027230887249532956]","[0.00020520189885045301,0.9997947981011494,2.6237924401773656e-16,2.0365397179467873e-21]",1,Cluster 1
66,Postgraduate,In couple,89120,1924,136.83333333333334,No child,No child,1168,92,408,72,129,55,"[89120.0,136.83333333333334,1924.0]","[4.1400480717123935,20.273734723120647,3.191108465053282]","[0.19774072467618875,0.9683324750344073,0.15241661194986056]","[0.9969976706471435,2.429870888375345e-18,0.0030023293528564795,2.429870888375345e-18]",0,Cluster 0
79,Postgraduate,In couple,44124,397,147.16666666666666,Has child,1 child,284,0,55,0,6,52,"[44124.0,147.16666666666666,397.0]","[2.0497697611786094,21.80475975702257,0.6584563724668154]","[0.09355070569521168,0.9951608719269562,0.030051696283372103]","[0.00025914738114903523,0.9997408526188509,1.848301499701036e-21,1.545377504330067e-20]",1,Cluster 1
50,Postgraduate,Alone,81169,2089,148.06666666666666,No child,No child,1288,20,613,80,61,27,"[81169.0,148.06666666666666,2089.0]","[3.7706862873970297,21.938107098684995,3.464774211796417]","[0.16737900256556099,0.9738223242350872,0.15379970845723634]","[0.18633426803034128,4.772094599006495e-19,0.8136657319696587,4.772094599006495e-19]",2,Cluster 2
64,Postgraduate,In couple,36443,138,150.4,Has child,2 children,65,0,46,4,3,20,"[36443.0,150.4,138.0]","[1.6929507616406505,22.283822428920914,0.22888407909425829]","[0.0757499133040066,0.9970742536166773,0.01024126013638762]","[0.00010940166336141184,0.006166937551534378,4.49977177457103e-22,0.9937236607851042]",3,Cluster 3
35,Postgraduate,Alone,26095,42,145.5,Has child,1 child,11,7,9,3,1,11,"[26095.0,145.5,42.0]","[1.2122369213569897,21.557820235425485,0.06966037189825253]","[0.05614290223727756,0.9984175309323648,0.0032262137709170332]","[5.6105048579025045e-05,2.3896832634200355e-14,1.545490748395797e-22,0.999943894951397]",3,Cluster 3
66,Postgraduate,In couple,71367,777,143.7,No child,No child,227,23,389,42,21,75,"[71367.0,143.7,777.0]","[3.3153367452187883,21.29112555210063,1.2887168801176716]","[0.15358589612362128,0.9863301524696577,0.059700945060242476]","[0.0004157067305008125,1.1024254949801969e-05,0.9995732690145493,7.385284596784977e-21]",2,Cluster 2
81,Postgraduate,In couple,80184,1902,137.36666666666667,No child,No child,1035,134,670,25,38,0,"[80184.0,137.36666666666667,1902.0]","[3.7249283503387187,20.352755370031712,3.154619698820864]","[0.17797149392164774,0.9724241483187197,0.15072300129014696]","[0.1973236043935273,4.842930868987181e-19,0.8026763956064726,4.842930868987181e-19]",2,Cluster 2
60,Postgraduate,Alone,30630,52,138.46666666666667,Has child,2 children,27,1,12,2,0,10,"[30630.0,138.46666666666667,52.0]","[1.4229092508589611,20.51573545428579,0.08624617473116979]","[0.06919014408100826,0.9975946752422814,0.004193791875682267]","[3.281600904189016e-05,1.9845213778993255e-06,1.1900797531495916e-22,0.9999651994695802]",3,Cluster 3
38,Postgraduate,Alone,73454,1651,137.36666666666667,No child,No child,982,73,351,56,14,175,"[73454.0,137.36666666666667,1651.0]","[3.4122878260722866,20.352755370031712,2.738316047714641]","[0.1639127967570738,0.9776657844993226,0.13153786100814552]","[0.0022167882848708564,6.343761759033315e-21,0.9977832117151291,6.343761759033315e-21]",2,Cluster 2
34,Postgraduate,In couple,42691,358,143.93333333333334,No child,No child,179,2,64,38,17,58,"[42691.0,143.93333333333334,358.0]","[1.9832000923414925,21.325697085124226,0.5937717414184381]","[0.09256069413975508,0.9953213157038091,0.027712748077463333]","[0.00024405456562651032,0.9997559454343734,1.4527852457065459e-21,1.3691715022033216e-16]",1,Cluster 1
72,Postgraduate,In couple,70503,1727,154.6,No child,No child,1379,33,216,0,33,66,"[70503.0,154.6,1727.0]","[3.275199833931092,22.906110023345565,2.864368149244812]","[0.14047192206312725,0.9824332758672562,0.1228515265701759]","[0.0022851065007821426,7.134235440726526e-21,0.9977148934992179,7.134235440726526e-21]",2,Cluster 2
38,Postgraduate,In couple,25545,210,155.33333333333334,Has child,1 child,32,1,64,16,12,85,"[25545.0,155.33333333333334,210.0]","[1.1866868042178311,23.014763412848286,0.3483018594912626]","[0.05148769527475889,0.998559283889943,0.01511204130810082]","[0.014620894967041942,2.083997992776963e-12,3.359421916508381e-20,0.985379105030874]",3,Cluster 3
39,Postgraduate,In couple,32880,42,152.43333333333334,Has child,1 child,8,4,15,7,6,2,"[32880.0,152.43333333333334,42.0]","[1.5274324573373375,22.58508864526936,0.06966037189825253]","[0.06747567349237399,0.9977161738994992,0.0030773082547673925]","[4.0436171580469705e-05,2.3865275558042824e-07,1.419105594315148e-22,0.9999593251756639]",3,Cluster 3
67,Postgraduate,In couple,77863,1291,140.5,No child,No child,881,38,319,16,25,12,"[77863.0,140.5,1291.0]","[3.617106856011469,20.81700167063423,2.1412271457296193]","[0.17031991232905108,0.9802170742076882,0.10082467404333069]","[0.0009373901926927592,5.661597263696296e-21,0.9990626098073073,5.661597263696296e-21]",2,Cluster 2
